id,title,company,location,salary,required_skills,job_type,url,state
488,"Data Analyst","Owl & Co","Los Angeles, CA",Unknown,"SQL, Python, Excel","Data Analyst",https://www.linkedin.com/company/owlandco?trk=public_jobs_topcard_logo,CA
489,"Data Analyst","SFR Analytics","United States",Unknown,"Tableau, SQL, Python, Power BI","Data Analyst",https://www.linkedin.com/company/sfranalytics?trk=public_jobs_topcard_logo,US
490,"Analyst, Data and Analysis","Digitas North America","New York, NY",Unknown,"Tableau, SQL, Excel","Data Analyst",https://www.linkedin.com/company/digitas-north-america?trk=public_jobs_topcard_logo,NY
491,"Business Analyst","Affinity Group, Sales & Marketing Agency","Buffalo, NY",Unknown,Excel,"Business Analyst",https://www.linkedin.com/company/affinitygroupsales?trk=public_jobs_topcard_logo,NY
492,"Data Analyst, People Development",Meta,"Austin, TX","$150,000.00/yr - $213,000.00/yr",SQL,"Data Analyst",https://www.linkedin.com/company/meta?trk=public_jobs_topcard_logo,TX
493,"Data Analyst, People Development",Meta,"Menlo Park, CA","$150,000.00/yr - $213,000.00/yr",SQL,"Data Analyst",https://www.linkedin.com/company/meta?trk=public_jobs_topcard_logo,CA
494,"Senior Business Analyst","Planet Home Lending, LLC","United States",Unknown,Unknown,"Business Analyst",https://www.linkedin.com/company/planet-home-lending-llc?trk=public_jobs_topcard_logo,US
495,"Marketing Data Analyst","Cash App","New York, NY",Unknown,SQL,"Data Analyst",https://www.linkedin.com/company/cash-app?trk=public_jobs_topcard_logo,NY
496,"Business Analyst",Modis,"Charlotte, NC",Unknown,Excel,"Business Analyst",https://ch.linkedin.com/company/modis?trk=public_jobs_topcard_logo,NC
497,"Business Analyst, MMS","The Home Depot","Atlanta, GA",Unknown,Unknown,"Business Analyst",https://www.linkedin.com/company/the-home-depot?trk=public_jobs_topcard_logo,GA
498,"Business Analyst","Global Technical Talent, an Inc. 5000 Company","Springfield, MA",Unknown,Unknown,"Business Analyst",https://www.linkedin.com/company/global-technical-talent?trk=public_jobs_topcard_logo,MA
499,"Business Analyst","The Joint Commission","Oakbrook Terrace, IL",Unknown,"Tableau, Power BI","Business Analyst",https://www.linkedin.com/company/joint-commission?trk=public_jobs_topcard_logo,IL
500,"Senior Business Analyst","Global Fintech (Digital Assets)","New York City Metropolitan Area",Unknown,Unknown,"Business Analyst",Unknown,NY
501,"Business Analyst (BSSS-L4) NGA - Washington","Masego Inc.","Springfield, VA",Unknown,Unknown,"Business Analyst",https://www.linkedin.com/company/masegoinc?trk=public_jobs_topcard_logo,VA
502,"Data Analyst Intern","InvoiceCloud, Inc.","Greater Boston",Unknown,"Tableau, SQL, Python","Data Analyst",https://www.linkedin.com/company/invoice-cloud-inc?trk=public_jobs_topcard_logo,MA
503,"Data Analyst",AARATECH,"New York, United States","$60,000.00/yr - $80,000.00/yr","Power BI, Collaboration, Excel, Tableau, SQL","Data Analyst",https://www.linkedin.com/company/aaratechinc?trk=public_jobs_topcard_logo,US
504,"Analyst, Insights & Analysis","Warner Music Group","New York, NY",Unknown,"Python, Collaboration, Excel, Tableau, SQL","Data Analyst",https://www.linkedin.com/company/warner-music-group?trk=public_jobs_topcard_logo,NY
505,"Data Analyst","Universal Music Group","Beverly Hills, CA",Unknown,"Looker, Python, Excel, Tableau, SQL","Data Analyst",https://www.linkedin.com/company/universalmusicgroup?trk=public_jobs_topcard_logo,CA
506,"Data Analyst","The Walt Disney Company","Santa Monica, CA",Unknown,"Tableau, Looker, SQL","Data Analyst",https://www.linkedin.com/company/the-walt-disney-company?trk=public_jobs_topcard_logo,CA
507,"Data Analyst","TempWorks Software, Inc","Minneapolis, MN","$71,000.00/yr - $105,000.00/yr","Looker, AWS, Attention to detail, Power BI, Azure, Tableau, SQL","Data Analyst",https://www.linkedin.com/company/tempworks-software?trk=public_jobs_topcard_logo,MN
508,"BUSINESS ANALYST/AVP",MUFG,"Tampa, FL",Unknown,Unknown,"Business Analyst",https://jp.linkedin.com/company/mufg?trk=public_jobs_topcard_logo,FL
509,"Data Analyst",ExxonMobil,"Houston, TX",Unknown,"SQL, Power BI","Data Analyst",https://www.linkedin.com/company/exxonmobil?trk=public_jobs_topcard_logo,TX
510,"Data Analyst",FinThrive,"United States",Unknown,"Tableau, Power BI, SQL, Excel","Data Analyst",https://www.linkedin.com/company/finthrive?trk=public_jobs_topcard_logo,US
511,"Data Analyst","Global Technical Talent, an Inc. 5000 Company","Boston, MA",Unknown,"Tableau, Collaboration, Snowflake","Data Analyst",https://www.linkedin.com/company/global-technical-talent?trk=public_jobs_topcard_logo,MA
512,"Data Analyst, Experimentation",FanDuel,"New York, NY",Unknown,"R, SQL, Python","Data Analyst",https://www.linkedin.com/company/fanduel?trk=public_jobs_topcard_logo,NY
513,"Master Data Analyst","Signature IT World Inc","Texas, United States",Unknown,"Tableau, Excel","Data Analyst",https://www.linkedin.com/company/sitwinc?trk=public_jobs_topcard_logo,US
514,"Business Data Analyst","Ripple Logics","Dallas, TX",Unknown,"R, Python, Power BI, Tableau, SQL","Data Analyst",https://www.linkedin.com/company/ripple-logics?trk=public_jobs_topcard_logo,TX
515,"Data Analyst","The Walt Disney Studios","Burbank, CA",Unknown,Excel,"Data Analyst",https://www.linkedin.com/company/the-walt-disney-studios?trk=public_jobs_topcard_logo,CA
516,"Data Analyst",Equifax,"Alpharetta, GA",Unknown,"Google Cloud, Python, AWS, Snowflake, Hadoop, SQL","Data Analyst",https://www.linkedin.com/company/equifax?trk=public_jobs_topcard_logo,GA
517,"TMT Data Analyst","Thurn Partners","New York, United States",Unknown,Unknown,"Data Analyst",https://uk.linkedin.com/company/thurn-partners?trk=public_jobs_topcard_logo,US
518,"Power BI Analyst","Core BTS","United States","$65,000.00/yr - $80,000.00/yr","Power BI, SQL","Data Analyst",https://www.linkedin.com/company/core-bts?trk=public_jobs_topcard_logo,US
519,"PowerBI Analyst (Remote)",Lensa,"Washington, DC",Unknown,Unknown,"Data Analyst",https://www.linkedin.com/company/lensa?trk=public_jobs_topcard_logo,DC
520,"Data Analyst","Corpay Technologies","Atlanta, GA",Unknown,"Python, AWS, Power BI, Tableau, SQL","Data Analyst",https://in.linkedin.com/company/corpay-technologies?trk=public_jobs_topcard_logo,GA
521,"Business Intelligence Analyst","Cypress HCM","San Jose, CA","$70.00/hr - $77.00/hr","Looker, Python, PyTorch, Databricks, Snowflake, Power BI, TensorFlow, Tableau, SQL","Data Analyst",https://www.linkedin.com/company/cypress-hcm?trk=public_jobs_topcard_logo,CA
522,"Data Analyst",Infosys,"Austin, TX",Unknown,"SQL, Python, Scala","Data Analyst",https://in.linkedin.com/company/infosys?trk=public_jobs_topcard_logo,TX
523,"Business Data Analyst - 5746657",Accenture,"New York, NY",Unknown,SQL,"Data Analyst",https://ie.linkedin.com/company/accenture?trk=public_jobs_topcard_logo,NY
524,"Data Analyst",Terrabis,"Chicago, IL",Unknown,"SQL, Python, Power BI","Data Analyst",https://www.linkedin.com/company/terrabis?trk=public_jobs_topcard_logo,IL
525,"Data Analyst",Vert,"New York, NY","$90,000.00/yr - $120,000.00/yr",Unknown,"Data Analyst",https://www.linkedin.com/company/vert-ventures?trk=public_jobs_topcard_logo,NY
526,"Data Analyst","Smart IT Frame LLC","Santa Clara, CA",Unknown,"Azure, Python, Java, AWS","Data Analyst",https://www.linkedin.com/company/smart-it-frame-llc?trk=public_jobs_topcard_logo,CA
527,"Data Analyst, People Development",Meta,"Fremont, CA","$150,000.00/yr - $213,000.00/yr",SQL,"Data Analyst",https://www.linkedin.com/company/meta?trk=public_jobs_topcard_logo,CA
528,"Staff Product Data Analyst",SoFi,"Seattle, WA","$108,800.00/yr - $204,000.00/yr","R, Looker, Python, Snowflake, Power BI, Excel, Tableau, SQL","Data Analyst",https://www.linkedin.com/company/sofi?trk=public_jobs_topcard_logo,WA
529,"Analyst, Data Science","Toyota North America","Plano, TX",Unknown,"Pandas, Predictive Modeling, Python, PyTorch, AWS, Snowflake, scikit-learn, Logistic Regression, Azure, TensorFlow, SQL","Data Analyst",https://www.linkedin.com/company/toyota-north-america?trk=public_jobs_topcard_logo,TX
530,"PowerBI Analyst (Remote)",Lensa,"Sacramento, CA",Unknown,Unknown,"Data Analyst",https://www.linkedin.com/company/lensa?trk=public_jobs_topcard_logo,CA
531,"Associate/Sr. Associate â€“ Data & Business Intelligence, Credit Risk Analytics","Cerberus Capital Management","New York, NY",Unknown,"Tableau, Power BI, Python, Attention to detail","Data Analyst",https://www.linkedin.com/company/cerberus-capital-management?trk=public_jobs_topcard_logo,NY
532,"Data Analyst I","Tempus AI","New York, NY",Unknown,"Looker, SQL","Data Analyst",https://www.linkedin.com/company/tempusai?trk=public_jobs_topcard_logo,NY
533,"Product Information Analyst II",Nike,"Beaverton, OR",Unknown,"Tableau, Power BI, Excel","Data Analyst",https://www.linkedin.com/company/nike?trk=public_jobs_topcard_logo,OR
534,"Senior Data Analyst",LHH,"Foster City, CA","$70.00/hr - $80.00/hr","Azure, Collaboration, Power BI, Excel, SQL","Data Analyst",https://www.linkedin.com/company/lhhworldwide?trk=public_jobs_topcard_logo,CA
535,"Data Analyst (Junior) - FBI",NexThreat,"Alabama, United States",Unknown,"Power BI","Data Analyst",https://www.linkedin.com/company/nexthreat?trk=public_jobs_topcard_logo,US
536,"Business Data Analyst","Wawa, Inc.","Media, PA",Unknown,"SQL, Excel","Data Analyst",https://www.linkedin.com/company/wawa-inc-?trk=public_jobs_topcard_logo,PA
537,"Data Analyst - Remote (CST)",OneDigital,"United States",Unknown,"Python, Snowflake, Power BI, Excel, Java, Tableau, SQL","Data Analyst",https://www.linkedin.com/company/weareonedigital?trk=public_jobs_topcard_logo,US
538,"Associate, Data Analytics and Reporting",Corient,"Miami-Fort Lauderdale Area",Unknown,"Tableau, SQL, Python, Databricks","Data Analyst",https://www.linkedin.com/company/corientprivatewealth?trk=public_jobs_topcard_logo,FL
539,"Data Annotator","Intelliswift - An LTTS Company","United States","$25.00/hr - $25.00/hr",Excel,"Data Analyst",https://www.linkedin.com/company/intelliswift?trk=public_jobs_topcard_logo,US
540,"Data Analyst","ARK Solutions, Inc.","United States",Unknown,"R, BigQuery, Python, AWS, Power BI, Tableau, SQL","Data Analyst",https://www.linkedin.com/company/arksolutionsinc?trk=public_jobs_topcard_logo,US
541,"Business Data Analyst","Michael Page","New York, NY","$90,000.00/yr - $120,000.00/yr",Unknown,"Data Analyst",https://uk.linkedin.com/company/michael-page?trk=public_jobs_topcard_logo,NY
542,"Business Data Analyst","Eliassen Group","Cambridge, MA","$50.00/hr - $58.00/hr",SQL,"Data Analyst",https://www.linkedin.com/company/eliassen-group?trk=public_jobs_topcard_logo,MA
543,"Data Analyst",TEKsystems,"Florence, SC",Unknown,Unknown,"Data Analyst",https://www.linkedin.com/company/teksystems?trk=public_jobs_topcard_logo,SC
544,"Senior Analyst, Data Platforming Engineering","Chipotle Mexican Grill","Newport Beach, CA","$99,000.00/yr - $135,000.00/yr",Snowflake,"Data Analyst",https://www.linkedin.com/company/chipotle-mexican-grill?trk=public_jobs_topcard_logo,CA
545,"Senior Data Analyst",ShyftLabs,"Tennessee, United States",Unknown,"Tableau, SQL, Power BI","Data Analyst",https://ca.linkedin.com/company/shyftlabsio?trk=public_jobs_topcard_logo,US
546,"Network Data Analyst (100% Remote)",Lensa,"United States",Unknown,"Collaboration, Power BI, Excel, Tableau, SQL","Data Analyst",https://www.linkedin.com/company/lensa?trk=public_jobs_topcard_logo,US
547,"Planning Analytics Consultant - Remote","Reo Group","New York, United States",Unknown,"Python, SQL, Excel","Data Analyst",https://au.linkedin.com/company/reo-group-au?trk=public_jobs_topcard_logo,US
548,"Data Analyst",DataAnnotation,"Oakland, CA",Unknown,"Python, SQL, Java","Data Analyst",https://www.linkedin.com/company/dataannotationtech?trk=public_jobs_topcard_logo,CA
549,"Senior Data Analyst","The Home Depot","Atlanta, GA",Unknown,"SQL, Microsoft SQL Server","Data Analyst",https://www.linkedin.com/company/the-home-depot?trk=public_jobs_topcard_logo,GA
550,"Data Center Research Analyst",Meta,"United States","$152,000.00/yr - $221,000.00/yr","R, Python, Power BI, Excel, Tableau","Data Analyst",https://www.linkedin.com/company/meta?trk=public_jobs_topcard_logo,US
551,"Data Analyst","Tech Consulting","Charlotte, NC",Unknown,"Kafka, Python, AWS, MongoDB, Hadoop, Azure, Java, Tableau, SQL","Data Analyst",https://www.linkedin.com/company/techconsultingusa?trk=public_jobs_topcard_logo,NC
552,"PowerBI Analyst (Remote)",Lensa,"Atlanta, GA",Unknown,Unknown,"Data Analyst",https://www.linkedin.com/company/lensa?trk=public_jobs_topcard_logo,GA
553,"Data Analyst","The Home Depot","Atlanta, GA",Unknown,SQL,"Data Analyst",https://www.linkedin.com/company/the-home-depot?trk=public_jobs_topcard_logo,GA
554,"Data Analyst",TieTalent,"Florida, United States",Unknown,Unknown,"Data Analyst",https://ch.linkedin.com/company/tietalent?trk=public_jobs_topcard_logo,US
555,"Data Center Research Analyst",Meta,"Washington, DC","$152,000.00/yr - $221,000.00/yr","R, Python, Power BI, Excel, Tableau","Data Analyst",https://www.linkedin.com/company/meta?trk=public_jobs_topcard_logo,DC
556,"Junior Power BI Analyst","Robert Half","Phoenix, AZ",Unknown,"Data Analysis, Adaptability, Collaboration, Power BI, Azure, Tableau, SQL","Data Analyst",https://www.linkedin.com/company/robert-half-international?trk=public_jobs_topcard_logo,AZ
557,"Data Analytics & AI Intern","Sally Beauty","Denton, TX",Unknown,"Adaptability, R, Python, Databricks, Azure, Power BI, SQL","Data Analyst",https://www.linkedin.com/company/sally-beauty-company?trk=public_jobs_topcard_logo,TX
558,"Business Intelligence Analyst",Verizon,"Basking Ridge, NJ",Unknown,"Hadoop, Looker, BigQuery, Python","Data Analyst",https://www.linkedin.com/company/verizon?trk=public_jobs_topcard_logo,NJ
559,"Analyst, BI & Data Visualization","Royal Caribbean Group","Miami, FL",Unknown,"Tableau, Power BI, SQL, Excel","Data Analyst",https://www.linkedin.com/company/royal-caribbean-group?trk=public_jobs_topcard_logo,FL
560,"Business Intelligence Analyst","Chesapeake Search Partners","Baltimore County, MD","$80,000.00/yr - $110,000.00/yr","Tableau, Power BI, SQL, Excel","Data Analyst",https://www.linkedin.com/company/chesapeake-search-partners?trk=public_jobs_topcard_logo,MD
561,"Data Analyst","SCA Health","United States","$65,000.00/yr - $75,000.00/yr","Tableau, SQL, Excel","Data Analyst",https://www.linkedin.com/company/scahealth?trk=public_jobs_topcard_logo,US
562,Analyst,"Tata Consultancy Services","Irving, TX",Unknown,"Tableau, Power BI, SQL, Excel","Data Analyst",https://in.linkedin.com/company/tata-consultancy-services?trk=public_jobs_topcard_logo,TX
563,"Business Intelligence Analyst",GEICO,"Chevy Chase, MD","$77,900.00/yr - $129,150.00/yr","Azure, SQL, Power BI, Snowflake","Data Analyst",https://www.linkedin.com/company/geico?trk=public_jobs_topcard_logo,MD
564,Analyst,"Tata Consultancy Services","Pittsburgh, PA",Unknown,"Data Analysis, Python, Exploratory Data Analysis, Tableau, SQL","Data Analyst",https://in.linkedin.com/company/tata-consultancy-services?trk=public_jobs_topcard_logo,PA
565,"Communications Data Analyst",BryceTech,"Austin, TX",Unknown,"Tableau, Power BI","Data Analyst",https://www.linkedin.com/company/brycetech?trk=public_jobs_topcard_logo,TX
566,"Data Analyst","Calculated Hire","Atlanta, GA",Unknown,"Tableau, SQL, Excel","Data Analyst",https://www.linkedin.com/company/calculated-hire?trk=public_jobs_topcard_logo,GA
567,"Data Analyst","Visionary Innovative Technology Solutions LLC","St Louis, MO",Unknown,"Tableau, Power BI","Data Analyst",https://www.linkedin.com/company/visionary-innovative-technology-solutions-llc?trk=public_jobs_topcard_logo,MO
568,"Data Analysis Associate","NFP, an Aon company","New York, NY",Unknown,"Data Analysis","Data Analyst",https://www.linkedin.com/company/wearenfp?trk=public_jobs_topcard_logo,NY
569,"Data & Analytics Intern - Summer 2025 - Opry Entertainment Group","Ryman Hospitality Properties","Nashville, TN",Unknown,"Python, Snowflake, Power BI, Excel, SQL","Data Analyst",https://www.linkedin.com/company/ryman-hospitality-properties?trk=public_jobs_topcard_logo,TN
570,"Sr Data Analyst, Assurance & Advisory Management Program (AMP)","The Home Depot","Atlanta, GA",Unknown,"Tableau, SQL, Python","Data Analyst",https://www.linkedin.com/company/the-home-depot?trk=public_jobs_topcard_logo,GA
571,"Data Analyst",Covetus,"Dallas, TX","$95,000.00/yr - $100,000.00/yr","Python, Snowflake, MongoDB, Hadoop, Java, SQL","Data Analyst",https://www.linkedin.com/company/covetus?trk=public_jobs_topcard_logo,TX
572,"Data Analyst","Kohler Credit Union","Sheboygan, WI",Unknown,"Power BI, SQL","Data Analyst",https://www.linkedin.com/company/kohler-cu?trk=public_jobs_topcard_logo,WI
573,"Data Analyst - Reinsurance","Method360 Talent Acquisition","Manhattan, NY",Unknown,"R, Looker, Python, Power BI, Excel, Tableau, SQL","Data Analyst",https://www.linkedin.com/company/method360talent?trk=public_jobs_topcard_logo,NY
